correlation_measure,subgrouping,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,best_weight_true_bias,mean_estimate,abs_bias_true,coverage_true,coverage_obs
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.0655722078030616,MOPW,0.11023548591851247,0.010235485918512463,0.9084,0.8765
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.07525993144599707,0.02474006855400293,0.9244,0.9167
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.04971493801351961,MOPW,0.10144048828061443,0.0014404882806144242,0.9086,0.876
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.07613070214945887,PPW,0.10392476896891172,0.00392476896891171,0.9234,0.9075
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,MOPW,0.31925796940766,0.18074203059234,0.6023,0.8302
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,OPW,0.2850943256273026,0.21490567437269742,0.4761,0.8698
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0,0,0,0,-0.002143151145344819,PPW,-8.700360176723128e-4,8.700360176723128e-4,0.9335,0.9327
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0,0,4,0,4.87479305226962e-4,PPW,-9.840971423994997e-6,9.840971423994997e-6,0.9321,0.9319
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.029503471051909758,0.9077,0.9153
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.10288545641750903,0.002885456417509022,0.9255,0.8887
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.0627115461802721,0.03728845381972791,0.9117,0.915
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.08399516869770049,0.016004831302299516,0.9269,0.9003
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_1_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_1_5__K_X_sev,20,0,0,0,0,0,-0.002143151145344819,PPW,-4.969210843049588e-4,4.969210843049588e-4,0.9328,0.9319
Phi,L_Y_dich_1_5__K_X_sev,20,0,0,0,4,0,4.87479305226962e-4,OPW,1.6112479062928894e-4,1.6112479062928894e-4,0.9196,0.9199
Phi,L_Y_dich_1_5__K_X_sev,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_1_5__K_X_sev,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.029503471051909758,0.9077,0.9153
Phi,L_Y_dich_1_5__K_X_sev,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_1_5__K_X_sev,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_1_5__K_X_sev,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_1_5__K_X_sev,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.09460258098554905,0.005397419014450955,0.9304,0.8984
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.07049088990911173,0.029509110090888274,0.9208,0.9062
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.09495807319036076,0.005041926809639247,0.9338,0.8655
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0,4,4,0.1,0.07613070214945887,PPW,0.08942106657814673,0.010578933421853273,0.9353,0.9192
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_1_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0,4,0,0,-6.697126063766628e-4,OPW,-2.1644696924100575e-4,2.1644696924100575e-4,0.9151,0.9143
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0,4,4,0,0.0419497695755974,MOPW,0.026556905628025873,0.026556905628025873,0.8975,0.9181
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.0655722078030616,OPW,0.09556503729299975,0.004434962707000251,0.9303,0.8918
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.10494053745001176,0.004940537450011759,0.9359,0.8422
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.07303028814529747,0.02696971185470254,0.9324,0.9136
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.07613070214945887,PPW,0.08215205898517756,0.01784794101482244,0.9322,0.9289
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_2_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.029503471051909758,0.9077,0.9153
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.07683582023495981,0.02316417976504019,0.9262,0.92
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.050564273632980807,0.0494357263670192,0.8967,0.9296
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.051467976078930396,0.04853202392106961,0.898,0.9291
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_2_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.029503471051909758,0.9077,0.9153
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.08067320022675968,0.019326799773240325,0.9235,0.9208
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.04807481120209842,no_weight,0.04807481120209842,0.05192518879790158,0.8986,0.9152
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.04971493801351961,no_weight,0.04971493801351961,0.050285061986480396,0.9051,0.9161
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_2_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0,0,0,0,-0.002143151145344819,PPW,-0.0017464246425560827,0.0017464246425560827,0.9332,0.9331
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0,0,4,0,4.87479305226962e-4,OPW,-4.541988196805056e-5,4.541988196805056e-5,0.9185,0.9181
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0,0,4,0,4.87479305226962e-4,MOPW,-4.541988196805056e-5,4.541988196805056e-5,0.9185,0.9181
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0,4,4,0,0.0419497695755974,OPW,0.0017594225222760738,0.0017594225222760738,0.913,0.9028
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0,4,4,0,0.0419497695755974,MOPW,0.0017594225222760738,0.0017594225222760738,0.913,0.9028
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.10269787412519193,0.002697874125191929,0.9261,0.8918
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.07907062110027643,0.020929378899723572,0.9291,0.9041
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.06403577979564269,0.035964220204357314,0.9264,0.9195
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_2_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_2_5__K_X_sev,20,0,0,0,0,0,-0.002143151145344819,PPW,-0.0011504508388772202,0.0011504508388772202,0.9375,0.9383
Phi,L_Y_dich_2_5__K_X_sev,20,0,0,0,4,0,4.87479305226962e-4,MOPW,-6.76443333709661e-5,6.76443333709661e-5,0.9175,0.9174
Phi,L_Y_dich_2_5__K_X_sev,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_2_5__K_X_sev,20,0,0,4,4,0,0.0419497695755974,PPW,-0.0021643682621905677,0.0021643682621905677,0.9288,0.8826
Phi,L_Y_dich_2_5__K_X_sev,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_2_5__K_X_sev,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_2_5__K_X_sev,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_2_5__K_X_sev,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.09427236368272383,0.005727636317276172,0.9291,0.8965
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.08012569299203397,0.01987430700796604,0.9298,0.895
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.06692295280275605,0.033077047197243956,0.9225,0.9178
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_2_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.029503471051909758,0.9077,0.9153
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.1874546451860911,MOPW,0.25183384048638674,0.14816615951361328,0.7022,0.8703
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.0655722078030616,MOPW,0.10886869020524528,0.008868690205245278,0.9109,0.8787
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.04807481120209842,MOPW,0.09941752729518305,5.824727048169553e-4,0.9154,0.8814
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.07569997420726804,0.024300025792731966,0.9265,0.9176
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.07613070214945887,PPW,0.10329499777022066,0.003294997770220659,0.9183,0.9043
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,MOPW,0.31651889065959155,0.18348110934040845,0.5882,0.8323
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,OPW,0.2853037701948279,0.2146962298051721,0.4744,0.8676
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.029503471051909758,0.9077,0.9153
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.08035481472241796,0.01964518527758205,0.9291,0.9211
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.04807481120209842,no_weight,0.04807481120209842,0.05192518879790158,0.8986,0.9152
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.04971493801351961,no_weight,0.04971493801351961,0.050285061986480396,0.9051,0.9161
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.17103027037376273,0.6879,0.9159
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.23271701568811765,0.4821,0.8969
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.2308201283003935,0.4856,0.899
Phi,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.24833045557388533,0.4295,0.9022
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.0021243257801632437,0.9153,0.9162
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,2.4724514816614374e-4,0.9171,0.9172
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,6.697126063766628e-4,0.9106,0.9111
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,4,0,0.0419497695755974,OPW,-0.004644659780267808,0.004644659780267808,0.9107,0.9005
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.14462731488189418,0.7605,0.9144
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.15952271544357824,0.7054,0.8878
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.16066836945053023,0.6984,0.8839
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.1468528170180703,0.7336,0.864
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.0655722078030616,OPW,0.07275543940639567,0.027244560593604333,0.9012,0.9049
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.04807481120209842,no_weight,0.04807481120209842,0.05192518879790158,0.8986,0.9152
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.04971493801351961,no_weight,0.04971493801351961,0.050285061986480396,0.9051,0.9161
Phi,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.07613070214945887,no_weight,0.07613070214945887,0.023869297850541135,0.9095,0.9123
